flight,tail_number,long,lat,alt,manufacturer,model,reg_expiration,reg_owner,reg_city,reg_state,squawk,mph,spotted
EJA328,N328QS,-118.181,34.6803,22375,EMBRAER S A,EMB-505,2/28/26,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,6363,495,11/9/22 15:50
N905SA,N905SA,-117.773,34.4278,29925,BOMBARDIER INC,CL-600-2B16(CL-604),9/30/23,SIERRA AVIATION INC,KANSAS CITY,MISSOURI,6724,529,11/9/22 15:50
EJA614,N614QS,-118.474,34.4102,35825,CESSNA,560XL,10/31/23,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,3276,460,11/9/22 15:50
0,N77NG,-118.299,34.4845,7900,TEXTRON AVIATION INC,B300,5/31/25,NORTHROP GRUMMAN SYSTEMS CORP,EL SEGUNDO,CALIFORNIA,4757,460,11/9/22 15:50
SKW4700,N809CA,-117.855,34.5842,32625,BOMBARDIER INC,CL-600-2B19,11/30/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,670,523,11/9/22 15:50
ASH5793,N944LR,-118.374,34.7742,36750,BOMBARDIER INC,CL-600-2D24,6/30/23,MESA AIRLINES INC,PHOENIX,ARIZONA,1604,541,11/9/22 15:50
N77DB,N77DB,-118.576,34.5906,32650,CESSNA,525,10/31/23,DARRIGO BROS CO OF CALIFORNIA,SALINAS,CALIFORNIA,7670,460,11/9/22 15:50
GAJ885,N885UP,-118.667,34.8322,26450,TEXTRON AVIATION INC,B300,5/31/25,WHEELS UP PARTNERS LLC,NEW YORK,NEW YORK,5775,329,11/9/22 15:50
SWA1256,N8727M,-118.959,34.5299,35725,BOEING,737-8,11/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,,460,11/9/22 16:00
WAYLN42,N1010ZX,-118.043,34.6125,3150,,,,,,,47,460,11/9/22 16:00
SWA4189,N7814B,-118.739,34.5184,32650,BOEING,737-7K9,4/30/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,5764,525,11/9/22 16:00
SWA203,N919WN,-118.118,34.4909,33600,BOEING,737-7H4,8/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3233,532,11/9/22 16:00
N909SF,N909SF,-118.378,34.5171,30575,BELL,222,,SALE REPORTED,GONZALES,CALIFORNIA,7731,460,11/9/22 16:00
HON22,N120GF,-117.798,34.6606,36925,HONDA AIRCRAFT CO LLC,HA-420,None,HONDA AVIATION SERVICE CO INC,GREENSBORO,NORTH CAROLINA,762,460,11/9/22 16:00
ASA734,N224AK,-118.578,34.7094,26475,BOEING,737-990ER,4/30/25,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,7264,532,11/9/22 16:00
N661BP,N661BP,-118.212,34.7451,15875,CESSNA,525,10/31/23,BLACK POTATO EXPRESS LLC,BAKERSFIELD,CALIFORNIA,6560,375,11/9/22 16:00
DAL1187,N103DU,-117.763,34.494,18575,C SERIES AIRCRAFT LTD PTNRSP,BD-500-1A10,12/31/24,DELTA AIR LINES INC,ATLANTA,GEORGIA,1672,391,11/9/22 16:00
UAL1116,N69840,-117.598,34.3196,31650,BOEING,737-924ER,1/31/24,UNITED AIRLINES INC,CHICAGO,ILLINOIS,,460,11/9/22 16:00
DAL2171,N126DU,-118.597,35.0064,36625,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,6/30/23,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,7743,525,11/9/22 16:00
SWA1222,N940WN,-117.748,34.6829,15425,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,,460,11/9/22 16:10
FFT2790,N312FR,-118.471,34.7505,35700,AIRBUS,A320-251N,12/31/23,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,6313,523,11/9/22 16:10
AAL843,N992NN,-118.179,34.5924,35650,BOEING,737-823,6/30/25,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,6337,516,11/9/22 16:20
N33PK,N33PK,-118.127,34.5215,22750,CIRRUS DESIGN CORP,SF50,10/31/24,SIOL VENTURES INC,WILMINGTON,DELAWARE,4610,269,11/9/22 16:20
HGT5334,N286DP,-118.198,34.6954,36675,EMBRAER,EMB-145XR,6/30/25,JPMORGAN CHASE BANK NA,COLUMBUS,OHIO,1543,520,11/9/22 16:20
SKW5391,N479CA,-118.35,34.7246,32575,BOMBARDIER INC,CL-600-2B19,12/31/23,SKYWEST AIRLINES INC,ST GEORGE,UTAH,3134,490,11/9/22 16:20
SWA2170,N7732A,-117.645,34.7097,26725,BOEING,737-7BD,7/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4674,470,11/9/22 16:20
N330DB,N330DB,-118.092,34.6512,18150,RAYTHEON AIRCRAFT COMPANY,C90A,1/31/25,BLUESKYWAYS LLC,BEND,OREGON,2447,460,11/9/22 16:20
SKW5509,N743SK,-118.536,34.8563,28475,BOMBARDIER INC,CL-600-2C10,11/30/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,6767,534,11/9/22 16:20
SWA3272,N7861J,-118.701,34.798,40650,BOEING,737-79P,6/30/23,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,3510,518,11/9/22 16:20
RUDY35,N1060Y,-118.269,34.7626,7250,ADAMS BALLOON,A50S,,MCCORD TIMOTHY J,None,,1200,460,11/9/22 16:30
SKW967R,N176SY,-118.269,34.7374,23850,EMBRAER S A,ERJ 170-200 LR,1/31/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,1732,458,11/9/22 16:30
SWA1856,N480WN,-118.415,34.4704,26775,BOEING,737-7H4,8/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6764,495,11/9/22 16:30
SWA3591,N405WN,-118.657,34.6219,30525,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7736,546,11/9/22 16:30
SWA2474,N8656B,-118.688,34.4917,21650,BOEING,737-8H4,1/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1315,460,11/9/22 16:40
N677TX,N677TX,-118.102,34.4939,4775,DEHAVILLAND,DHC-2 MK 1,6/30/23,FERRELL CHAD,POINT,TEXAS,1200,460,11/9/22 16:40
SWA1265,N945WN,-118.54,34.4868,40700,BOEING,737-7H4,3/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7330,509,11/9/22 16:40
EJA688,N688QS,-118.25,34.725,23875,TEXTRON AVIATION INC,680A,12/31/25,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,OKLAHOMA CITY,OKLAHOMA,1710,486,11/9/22 16:40
N488K,N488K,-118.022,34.4931,13350,CESSNA,421C,1/31/24,REDCELL AIR INC,MIAMI,FLORIDA,4751,460,11/9/22 16:40
FFT1382,N326FR,-117.384,34.6388,25900,AIRBUS,A320-251N,3/31/24,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,1025,511,11/9/22 16:40
STMPD19,N1024XW,-118.327,34.6809,5375,,,,,,,4760,460,11/9/22 16:40
WAYLN42,N1010ZX,-117.94,34.7957,4450,,,,,,,47,460,11/9/22 16:40
LYM0610,N509GU,-118.667,34.82,37700,EMBRAER,EMB-135KL,6/30/25,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UTAH,6032,488,11/9/22 16:50
N350AE,N350AE,-118.49,34.5423,23425,BEECHCRAFT CORP,B300,4/30/23,WCP DEVELOPERS LLC,CLOVIS,CALIFORNIA,1706,325,11/9/22 16:50
SKW3014,N719SK,-118.297,34.5676,15500,BOMBARDIER INC,CL-600-2C10,4/30/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,7722,405,11/9/22 17:00
JSX111,N266JX,-118.057,34.6321,11175,EMBRAER,EMB-135LR,10/31/25,DELUX PUBLIC CHARTER LLC,DALLAS,TEXAS,4745,460,11/9/22 17:00
N196JH,N196JH,-118.016,34.7362,5350,CESSNA,525B,5/31/25,CJ3 LLC,MISSOULA,MONTANA,1620,228,11/9/22 17:00
DAL8904,N3746H,-118.661,34.8651,34700,BOEING,737-832,8/31/23,DELTA AIR LINES INC,ATLANTA,GEORGIA,7616,527,11/9/22 17:00
UAV15,N290LB,-117.693,34.7725,8350,GENERAL ATOMICS AERO SYSTEMS,UBC97000-10,1/31/24,GENERAL ATOMICS AERONAUTICAL SYSTEMS INC,POWAY,CALIFORNIA,5215,460,11/9/22 17:00
0,N72NG,-118.149,34.4892,9300,TEXTRON AVIATION INC,B300,5/31/25,NORTHROP GRUMMAN SYSTEMS CORP,EL SEGUNDO,CALIFORNIA,4774,228,11/9/22 17:10
NKS788,N661NK,-118.448,34.8056,20300,AIRBUS,A321-231,11/30/24,SPIRIT AIRLINES INC,MIRAMAR,FLORIDA,6756,435,11/9/22 17:10
SWA3447,N8707P,-117.513,34.7408,31600,BOEING,737-8,2/29/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4626,541,11/9/22 17:10
N524SE,N524SE,-117.763,34.4939,16575,BEECH,B200,12/31/24,LAMB AVIATION LLC,RIVERSIDE,CALIFORNIA,3342,308,11/9/22 17:10
UAV15,N290LB,-117.698,34.7724,8350,GENERAL ATOMICS AERO SYSTEMS,UBC97000-10,1/31/24,GENERAL ATOMICS AERONAUTICAL SYSTEMS INC,POWAY,CALIFORNIA,5215,460,11/9/22 17:10
SKW4768,N809CA,-118.386,34.3475,25750,BOMBARDIER INC,CL-600-2B19,11/30/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,,460,11/9/22 17:20
N122JM,N122JM,-118.124,34.6761,17550,PILATUS AIRCRAFT LTD,PC-12/47E,10/31/24,SHARON PC12 LLC,MENLO PARK,CALIFORNIA,6311,308,11/9/22 17:20
SKW4994,N715SK,-118.522,34.6826,37825,BOMBARDIER INC,CL-600-2C10,4/30/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,3265,516,11/9/22 17:20
0,N77NG,-118.296,34.4866,7900,TEXTRON AVIATION INC,B300,5/31/25,NORTHROP GRUMMAN SYSTEMS CORP,EL SEGUNDO,CALIFORNIA,4707,281,11/9/22 17:20
DAL1334,N376DA,-118.596,34.5887,33725,BOEING,737-832,6/30/25,DELTA AIR LINES INC,ATLANTA,GEORGIA,3534,523,11/9/22 17:20
EJA770,N770QS,-118.466,34.4325,30650,BOMBARDIER INC,BD-100-1A10,1/31/24,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,3217,532,11/9/22 17:20
SWA559,N223WN,-117.804,34.6368,32600,BOEING,737-7H4,11/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4727,527,11/9/22 17:30
N93WP,N93WP,-118.313,34.6924,6375,PIPER,PA-28-140,8/31/25,HBFC INC,TEHACHAPI,CALIFORNIA,,460,11/9/22 17:30
SKW912C,N414SY,-118.721,34.6236,34675,EMBRAER S A,ERJ 170-200 LR,6/30/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,,460,11/9/22 17:30
SWA1222,N940WN,-118.765,34.5567,23100,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1351,460,11/9/22 17:40
N433AK,N433AK,-118.181,34.5542,5375,AGUSTA SPA,A109E,2/29/24,HELINET AVIATION SERVICES LLC,VAN NUYS,CALIFORNIA,,460,11/9/22 17:40
N691GD,N691GD,-118.188,34.6073,19525,GULFSTREAM AEROSPACE CORP,GVI (G650ER),7/31/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,6775,467,11/9/22 17:40
ASH5826,N249LR,-118.072,34.6373,35725,BOMBARDIER INC,CL-600-2D24,6/30/23,MESA AIRLINES INC,PHOENIX,ARIZONA,3330,529,11/9/22 17:40
SKW5527,N152SY,-117.719,34.3491,35800,EMBRAER S A,ERJ 170-200 LR,3/31/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,3613,516,11/9/22 17:40
N280AF,N280AF,-118.589,34.4686,26825,IAI LTD,GULFSTREAM G280,1/31/24,AFLAC INC,COLUMBUS,GEORGIA,6256,516,11/9/22 17:40
ASA1421,N318AS,-118.543,34.8582,38750,BOEING,737-990,10/31/23,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,2643,518,11/9/22 17:40
N433AK,N433AK,-118.158,34.5799,3650,AGUSTA SPA,A109E,2/29/24,HELINET AVIATION SERVICES LLC,VAN NUYS,CALIFORNIA,1200,460,11/9/22 17:50
N73415,N73415,-118.374,34.8492,23200,RAYTHEON AIRCRAFT COMPANY,C90GT,3/31/26,BALDI BROS INC,BEAUMONT,CALIFORNIA,5212,460,11/9/22 17:50
N196JH,N196JH,-118.016,34.6179,12800,CESSNA,525B,5/31/25,CJ3 LLC,MISSOULA,MONTANA,7247,327,11/9/22 17:50
EJA352,N352QS,-118.308,34.577,8550,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,11/30/24,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,4623,460,11/9/22 17:50
PAT057,N1000XM,-118.147,34.5793,9850,,,,,,,4653,279,11/9/22 18:00
ASA507,N855VA,-118.568,34.7052,31550,AIRBUS,A320-214,8/31/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,5723,532,11/9/22 18:00
SWA509,N219WN,-118.104,34.6588,35700,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3361,539,11/9/22 18:00
DAL1187,N103DU,-118.526,34.6312,26275,C SERIES AIRCRAFT LTD PTNRSP,BD-500-1A10,12/31/24,DELTA AIR LINES INC,ATLANTA,GEORGIA,2435,495,11/9/22 18:00
ASA88,N272AK,-117.956,34.5511,23400,BOEING,737-900ER,4/30/23,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,3573,456,11/9/22 18:10
SWA2417,N8327A,-118.141,34.6807,35700,BOEING,737-8H4,12/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3201,513,11/9/22 18:10
SWA4837,N250WN,-118.418,34.3307,34700,BOEING,737-7H4,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3334,506,11/9/22 18:10
SWA165,N489WN,-117.472,34.6814,27525,BOEING,737-7H4,11/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4636,516,11/9/22 18:10
ATN3326,N397AZ,-118.529,34.9522,30425,BOEING,767-323,11/30/24,CARGO AIRCRAFT MANAGEMENT INC,WILMINGTON,OHIO,3521,532,11/9/22 18:20
N627LG,N627LG,-117.674,34.3607,22725,DASSAULT AVIATION,FALCON 2000,12/31/23,LIVE MAS ENTERPRISES LLC,GREENWOOD VILLAGE,COLORADO,2051,460,11/9/22 18:20
XLJ784,N784CC,-118.357,34.5658,7975,LEARJET INC,45,11/30/24,XCEL JET MANAGEMENT INC,NEWARK,DELAWARE,7332,313,11/9/22 18:20
SWA9011,N7878A,-118.126,34.6174,10350,BOEING,737-7K9,12/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4637,410,11/9/22 18:40
AAL233,N302SS,-118.009,34.6198,34725,BOEING,737-8,1/31/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,6643,525,11/9/22 18:40
NKS1652,N633NK,-117.799,34.6658,15425,AIRBUS,A320-232,10/31/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,,460,11/9/22 18:40
DAL1837,N3739P,-118.009,34.5389,36675,BOEING,737-832,5/31/25,DELTA AIR LINES INC,ATLANTA,GEORGIA,2143,529,11/9/22 18:40
JANET93,N859WP,-118.014,34.6649,3275,BOEING,737-66N,2/28/26,DEPARTMENT OF THE AIRFORCE,HILL AFB,UTAH,6241,460,11/9/22 18:40
SWA3336,N8722L,-118.247,34.5866,35750,BOEING,737-8,8/31/23,UMB BANK NA TRUSTEE,SALT LAKE CITY,UTAH,1714,532,11/9/22 18:50
JSX112,N254JX,-117.652,34.7085,25525,EMBRAER,EMB-135LR,10/31/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,4751,460,11/9/22 18:50
ASA420,N973AK,-118.62,35.034,29675,BOEING,737-9,3/31/25,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,,460,11/9/22 19:00
N280AF,N280AF,-118.229,34.3943,32250,IAI LTD,GULFSTREAM G280,1/31/24,AFLAC INC,COLUMBUS,GEORGIA,7233,516,11/9/22 19:00
SWA3540,N755SA,-118.336,34.8108,25050,BOEING,737-7H4,3/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3636,477,11/9/22 19:00
EDG141,N141JE,-118.093,34.6135,10675,GULFSTREAM AEROSPACE,GIV-X (G450),5/31/25,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UTAH,4707,355,11/9/22 19:00
NKS2901,N641NK,-118.723,34.4973,32775,AIRBUS,A320-232,4/30/24,SPIRIT AIRLINES INC,MIRAMAR,FLORIDA,7206,460,11/9/22 19:00
SKW5703,N929SW,-117.851,34.5079,20925,BOMBARDIER INC,CL-600-2B19,2/28/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,3653,483,11/9/22 19:00
SWA1050,N788SA,-118.284,34.1414,41675,BOEING,737-7H4,6/30/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,,460,11/9/22 19:00
N821LA,N821LA,-118.153,34.6031,3275,SIKORSKY,S-70I,1/31/24,CONSOLIDATED FIRE PROTECTION DISTRICT OF LA COUNTY,PACOIMA,CALIFORNIA,1206,460,11/9/22 19:10
ASA133,N270AK,-118.58,34.3733,36775,BOEING,737-900ER,3/31/26,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,1353,527,11/9/22 19:10
N116AA,N116AA,-118.165,34.6304,26175,CESSNA,525B,5/31/24,CORSAIR TWO LLC,HILLSBORO,OREGON,4603,391,11/9/22 19:10
UAL1896,N486UA,-117.927,34.6018,35725,AIRBUS INDUSTRIE,A320-232,4/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,3315,518,11/9/22 19:10
VOI200,N513VL,-118.029,34.3462,34800,AIRBUS,A320-233,11/30/24,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,3263,460,11/9/22 19:20
FDX1213,N653FE,-118.302,34.4919,16575,AIRBUS INDUSTRIE,A300 F4-605R,10/31/24,FEDERAL EXPRESS CORP,MEMPHIS,TENNESSEE,7226,470,11/9/22 19:20
UAL1086,N27515,-117.758,34.5623,32650,BOEING,737-9,12/31/23,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,7350,460,11/9/22 19:20
N122JM,N122JM,-117.875,34.5521,12400,PILATUS AIRCRAFT LTD,PC-12/47E,10/31/24,SHARON PC12 LLC,MENLO PARK,CALIFORNIA,,460,11/9/22 19:20
ASA1055,N927VA,-118.767,34.8826,26850,AIRBUS,A321-253N,12/31/24,UMB BANK NA TRUSTEE,SALT LAKE CITY,UTAH,6762,474,11/9/22 19:20
ASA518,N281AK,-118.6,34.7038,30650,BOEING,737-900ER,11/30/23,ALASKA AIRLINES INC,SEATAC,WASHINGTON,2035,518,11/9/22 19:20
UAL2356,N78511,-117.835,34.3771,37800,BOEING,737-824,4/30/23,UNITED AIRLINES INC,CHICAGO,ILLINOIS,6323,532,11/9/22 19:20
AMX664,N825AM,-117.841,34.1969,38825,BOEING,737-852,9/30/23,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,,460,11/9/22 19:30
N488K,N488K,-117.973,34.5737,9325,CESSNA,421C,1/31/24,REDCELL AIR INC,MIAMI,FLORIDA,4625,460,11/9/22 19:30
SWA3383,N8649A,-118.05,34.6295,36725,BOEING,737-8H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7476,532,11/9/22 19:30
SWA1808,N8572X,-118.148,34.6854,37725,BOEING,737-800,6/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3743,518,11/9/22 19:30
ASA560,N294AK,-118.594,34.585,35725,BOEING,737-900ER,10/31/24,ALASKA AIRLINES INC,SEATAC,WASHINGTON,3515,525,11/9/22 19:30
N889MR,N889MR,-118.137,34.6153,10575,IAI LTD,GULFSTREAM G280,6/30/25,MAJESTIC EQUIPMENT SERVICES LLC,CITY OF INDUSTRY,CALIFORNIA,2333,338,11/9/22 19:40
ASA1454,N469AS,-118.515,34.4674,39800,BOEING,737-990ER,8/31/23,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,6042,502,11/9/22 19:40
N248RG,N248RG,-118.227,34.5315,8525,CIRRUS DESIGN CORP,SR20,2/29/24,PTR AVIATION LLC,STUART,FLORIDA,1200,460,11/9/22 19:40
AAL1483,N773XF,-117.747,34.6012,32650,AIRBUS,A319-112,7/31/25,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,3661,520,11/9/22 19:50
SKW5752,N910SW,-118.826,34.9085,25900,BOMBARDIER INC,CL-600-2B19,11/30/23,SKYWEST AIRLINES INC,ST GEORGE,UTAH,6740,428,11/9/22 19:50
SWA571,N8713M,-118.055,34.6585,38775,BOEING,737-8,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,2344,527,11/9/22 19:50
AAL364,N825NN,-118.609,34.9264,30575,BOEING,737-823,7/31/25,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,2312,527,11/9/22 19:50
SKW3265,N506SY,-117.675,34.36,23775,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,9/30/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,7336,442,11/9/22 20:00
SWA684,N204WN,-118.68,34.5762,23725,BOEING,737-7H4,12/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6750,460,11/9/22 20:00
DAL2086,N301DU,-118.569,34.5474,33175,AIRBUS CANADA LP,BD-500-1A11,3/31/24,DELTA AIR LINES INC,ATLANTA,GEORGIA,1365,516,11/9/22 20:00
UAL2169,N69826,-118.048,34.6311,31600,BOEING,737-924ER,6/30/23,UNITED AIRLINES INC,CHICAGO,ILLINOIS,3676,513,11/9/22 20:00
UAL2392,N47533,-118.507,34.8414,34675,BOEING,737-9,6/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,715,541,11/9/22 20:00
UPS963,N432UP,-118.519,34.9238,28200,BOEING,757-24APF,2/28/26,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,3303,504,11/9/22 20:10
SWA3446,N755SA,-118.322,34.4124,26650,BOEING,737-7H4,3/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6706,513,11/9/22 20:10
OCEAN,N1003NX,-117.998,34.5688,6400,,,,,,,4754,285,11/9/22 20:10
N560PA,N560PA,-117.809,34.429,23575,CESSNA,560,1/31/25,CHRYSLER AVIATION INC,VAN NUYS,CALIFORNIA,6722,460,11/9/22 20:10
VOI902,N518VL,-118.81,34.8071,36750,AIRBUS,A320-233,2/28/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,,460,11/9/22 20:10
SWA1931,N405WN,-118.705,34.4812,23425,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,,460,11/9/22 20:20
AAL1763,N459AN,-117.752,34.3174,26275,AIRBUS,A321-253NX,8/31/25,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,4665,474,11/9/22 20:20
FDX3758,N149FE,-118.215,34.7289,23050,BOEING,767-300F,8/31/23,FEDERAL EXPRESS CORP,MEMPHIS,TENNESSEE,3344,477,11/9/22 20:20
NKS1653,N633NK,-117.713,34.6686,23475,AIRBUS,A320-232,10/31/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,4632,500,11/9/22 20:20
FDX1837,N275FE,-118.18,34.7165,36750,BOEING,767-300F,4/30/24,FEDERAL EXPRESS CORP,MEMPHIS,TENNESSEE,770,548,11/9/22 20:20
N889CG,N889CG,-118.35,34.567,7900,GULFSTREAM AEROSPACE,G-IV,3/31/25,PRIMA AIR LLC,PORTLAND,OREGON,1664,460,11/9/22 20:20
RUDY36,N10280U,-117.83,34.553,9300,,,,,,,4670,460,11/9/22 20:20
SWA2574,N8321D,-118.303,34.4531,26600,BOEING,737-8H4,10/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7377,518,11/9/22 20:30
UAL1776,N425UA,-118.339,34.5069,28650,AIRBUS INDUSTRIE,A320-232,9/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,2706,529,11/9/22 20:30
SWA1436,N435WN,-118.735,34.5122,22050,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7323,460,11/9/22 20:40
UPS59,N572UP,-118.555,34.9704,28300,BOEING,747-44AF,2/28/25,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,,460,11/9/22 20:40
UAL464,N843UA,-118.044,34.6121,11600,AIRBUS INDUSTRIE,A319-131,4/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,6541,412,11/9/22 20:40
SWA300,N788SA,-118.841,34.9138,38775,BOEING,737-7H4,6/30/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1021,523,11/9/22 20:40
AAL1017,N826AW,-118.385,34.3317,32675,AIRBUS INDUSTRIE,A319-132,5/31/25,U S BANK NA TRUSTEE,BOSTON,MASSACHUSETTS,2377,536,11/9/22 20:40
SWA163,N8711Q,-117.589,34.4962,38800,BOEING,737-8,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,2625,525,11/9/22 20:50
SWA282,N7720F,-118.309,34.5768,8675,BOEING,737-7BD,1/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4613,336,11/9/22 20:50
AMX786,N368AR,-118.4,34.5415,38475,BOEING,737-86J,7/31/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,3256,506,11/9/22 21:00
SWA1567,N255WN,-118.743,34.524,34175,BOEING,737-7H4,8/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1052,518,11/9/22 21:00
SWA2333,N7814B,-118.294,34.5365,30625,BOEING,737-7K9,4/30/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4610,523,11/9/22 21:00
ENY3880,N243NN,-118.238,34.7151,32625,EMBRAER S A,ERJ 170-200 LR,10/31/25,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,3414,518,11/9/22 21:00
DCM2217,N982DW,-117.821,34.6202,36725,CESSNA,750,12/31/25,RAVEN AVIATION LLC,FRESNO,CALIFORNIA,,605,11/9/22 21:10
SWA1008,N763SW,-118.741,34.5217,38275,BOEING,737-7H4,6/30/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6775,518,11/9/22 21:10
N877US,N877US,-118.166,34.5314,10900,DIAMOND AIRCRAFT IND INC,DA 40,8/31/25,TACTICAL INTEGRATED TRAINING SOLUTIONS LLC,NORTH LAS VEGAS,NEVADA,4725,460,11/9/22 21:10
UPS975,N292UP,-117.836,34.5273,17050,MCDONNELL DOUGLAS,MD-11F,11/30/25,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,6675,456,11/9/22 21:10
ASA1199,N274AK,-118.613,34.7917,36750,BOEING,737-900ER,6/30/23,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,7232,523,11/9/22 21:10
SWA757,N8326F,-118.455,34.9177,32675,BOEING,737-8H4,12/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4171,529,11/9/22 21:10
SWA497,N8698B,-117.839,34.503,21400,BOEING,737-8H4,10/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3363,456,11/9/22 21:20
